lake,year,month,area_m2,temp_C,source,region,hemisphere,pet_mm,precip_mm,snow_cover_pct,snow_depth_cm
Puma Yumco,2003,6, -   ,4.001445865,GSW,Tibetan Plateau,north,-3.537042246,4.11495909,590.7362325,0.700204055
Puma Yumco,2003,7,196943734.6,4.209420158,Landsat-7/8/9,Tibetan Plateau,north,-3.077328267,5.424962968,1279.977743,1.486146594
Puma Yumco,2003,8,243918539,5.40243167,Landsat-7/8/9,Tibetan Plateau,north,-3.675124323,4.14938638,384.0228667,0.437666103
Puma Yumco,2004,6,190392893.3,3.815097052,Landsat-7/8/9,Tibetan Plateau,north,-3.506657933,3.677060804,919.4197861,1.055821423
Puma Yumco,2004,7, -   ,3.941540993,GSW,Tibetan Plateau,north,-2.93987532,6.87991831,1512.032494,2.055370939
Puma Yumco,2004,8,258043368,5.011529886,Landsat-7/8/9,Tibetan Plateau,north,-3.799656459,5.108284684,195.0318733,0.207410253
Puma Yumco,2005,6,156872180.1,4.834209537,Landsat-7/8/9,Tibetan Plateau,north,-4.018303909,1.504774415,78.70358371,0.081033089
Puma Yumco,2005,7,281291230.9,5.000786673,GSW,Tibetan Plateau,north,-3.298035294,5.287528316,879.1372772,1.035559937
Puma Yumco,2005,8,281153339.1,5.562969681,GSW,Tibetan Plateau,north,-3.722232425,5.60273903,187.0687235,0.207975929
Puma Yumco,2006,6,289151235.4,4.664496056,GSW,Tibetan Plateau,north,-3.752406544,2.821588562,324.0485072,0.360862728
Puma Yumco,2006,7,224269916.5,5.548997553,Landsat-7/8/9,Tibetan Plateau,north,-3.696200854,4.764603745,499.8411993,0.568015855
Puma Yumco,2006,8,289564572.1,4.369181183,GSW,Tibetan Plateau,north,-3.77863969,4.783106992,787.3148697,0.918554996
Puma Yumco,2007,6,158370921.1,3.591092026,Landsat-7/8/9,Tibetan Plateau,north,-3.479973907,3.23268051,1391.968558,1.734928334
Puma Yumco,2007,7,277657573,5.137950025,GSW,Tibetan Plateau,north,-3.460849916,5.96398954,801.2563921,0.925394533
Puma Yumco,2007,8,78963594.75,5.325510386,Landsat-7/8/9,Tibetan Plateau,north,-3.569587061,5.48162791,233.8349851,0.25974814
Puma Yumco,2008,6,267028770.7,4.157916148,GSW,Tibetan Plateau,north,-3.365502451,4.071341038,769.5107314,0.853116566
Puma Yumco,2008,7,206132985.7,5.025128852,GSW,Tibetan Plateau,north,-3.421539681,6.089153654,1048.121904,1.318886482
Puma Yumco,2008,8, -   ,4.262795687,GSW,Tibetan Plateau,north,-2.991125024,6.75149334,1149.146755,1.322524807
Puma Yumco,2009,6,130466248.3,4.106658804,Landsat-7/8/9,Tibetan Plateau,north,-3.492000565,2.84254604,660.5157885,0.787780987
Puma Yumco,2009,7,286842954.2,6.019180097,Landsat-7/8/9,Tibetan Plateau,north,-3.820002864,4.656210562,397.5504429,0.459303211
Puma Yumco,2009,8,259881219.6,4.496542242,Landsat-7/8/9,Tibetan Plateau,north,-3.139962591,5.988270527,1563.28377,2.108377353
Puma Yumco,2010,6, -   ,4.186968399,GSW,Tibetan Plateau,north,-3.609607426,2.814656517,797.8460857,0.967743097
Puma Yumco,2010,7, -   ,5.492186948,GSW,Tibetan Plateau,north,-3.407755605,5.311238671,325.9491272,0.36709802
Puma Yumco,2010,8,254780509.8,5.240651387,Landsat-7/8/9,Tibetan Plateau,north,-3.294604258,7.435234148,605.9003094,0.691294658
Puma Yumco,2011,6,234117055.1,3.697907452,Landsat-7/8/9,Tibetan Plateau,north,-3.396395797,4.284313034,893.6481783,1.033104389
Puma Yumco,2011,7,261749761.7,4.954630251,GSW,Tibetan Plateau,north,-3.01952031,7.185600521,726.6023544,0.833292193
Puma Yumco,2011,8,290615115.1,4.027591857,GSW,Tibetan Plateau,north,-3.352227335,5.586126693,847.3123704,0.953202652
Puma Yumco,2012,6,88548442.14,5.761935821,Landsat-7/8/9,Tibetan Plateau,north,-4.011557293,2.607797372,120.5652286,0.118727682
Puma Yumco,2012,7, -   ,5.508199502,GSW,Tibetan Plateau,north,-3.260722522,6.781305005,779.7492615,0.909632743
Puma Yumco,2012,8,173008033.6,4.927278983,Landsat-7/8/9,Tibetan Plateau,north,-3.725919194,5.036329127,710.2452411,0.818481767
Puma Yumco,2013,6,92225806.59,4.486053096,Landsat-7/8/9,Tibetan Plateau,north,-3.394063142,4.169219677,576.8573458,0.638185394
Puma Yumco,2013,7,241004295.2,5.517183284,GSW,Tibetan Plateau,north,-3.337999092,6.515667475,316.6000455,0.344445267
Puma Yumco,2013,8,290901713.5,4.358663821,Landsat-7/8/9,Tibetan Plateau,north,-3.637509134,5.375988122,498.5668341,0.562384808
Puma Yumco,2014,6,210259413.6,4.124545304,Landsat-7/8/9,Tibetan Plateau,north,-3.435900932,2.99907464,850.3481993,1.078191338
Puma Yumco,2014,7,252336438.8,5.490071942,GSW,Tibetan Plateau,north,-3.283974129,7.140973213,436.879402,0.488242681
Puma Yumco,2014,8,199502324.9,4.987260128,GSW,Tibetan Plateau,north,-3.540845709,5.372940795,487.4171285,0.533895307
Puma Yumco,2015,6,115722861.3,4.657453349,Landsat-7/8/9,Tibetan Plateau,north,-4.085667536,1.502403291,90.51855006,0.082421566
Puma Yumco,2015,7,65244011.9,4.668619167,Landsat-7/8/9,Tibetan Plateau,north,-4.002168984,3.863737186,424.4382066,0.479358997
Puma Yumco,2015,8,108124280,4.327415278,GSW,Tibetan Plateau,north,-3.249977812,5.640508863,1446.000825,1.867862197
Puma Yumco,2016,6,189504988.5,4.459379169,GSW,Tibetan Plateau,north,-3.435123686,4.323933943,321.8765942,0.372484799
Puma Yumco,2016,7,103218708.3,5.109061656,GSW,Tibetan Plateau,north,-3.252947296,6.260095755,820.5192032,0.93202837
Puma Yumco,2016,8,169050563.4,4.868416176,Landsat-7/8/9,Tibetan Plateau,north,-3.907008948,3.639410841,124.2659068,0.150508388
Puma Yumco,2017,6,231686711.6,4.072615833,Landsat-7/8/9,Tibetan Plateau,north,-3.790093368,2.367344923,200.1677487,0.230217281
Puma Yumco,2017,7,159450366.3,4.674193654,Landsat-7/8/9,Tibetan Plateau,north,-3.260582077,5.76152829,1216.778028,1.929893715
Puma Yumco,2017,8,242353651.5,5.191462481,GSW,Tibetan Plateau,north,-3.579136077,4.995536734,309.218282,0.357070127
Puma Yumco,2018,6,237366427.8,4.20553708,Landsat-7/8/9,Tibetan Plateau,north,-3.505280454,2.98500649,794.9737115,0.900929046
Puma Yumco,2018,7,242388960.3,5.619097003,Landsat-7/8/9,Tibetan Plateau,north,-3.50988663,5.841572366,277.6749276,0.31235601
Puma Yumco,2018,8,289012517.2,5.308481103,GSW,Tibetan Plateau,north,-3.495395376,6.571128362,268.0091444,0.295874268
Puma Yumco,2019,6,74437403.48,5.557461515,Sentinel-2,Tibetan Plateau,north,-4.425014634,0.867552187,47.63033175,0.044804112
Puma Yumco,2019,7,24232030.81,4.98284759,Sentinel-2,Tibetan Plateau,north,-3.181913577,6.77425095,1271.91884,1.61258804
Puma Yumco,2019,8,167459074,5.457160755,Sentinel-2,Tibetan Plateau,north,-3.713323517,6.060745507,342.6174138,0.39562609
Puma Yumco,2020,6,14947403.69,3.954421716,Sentinel-2,Tibetan Plateau,north,-3.095916207,2.805360893,660.9448024,0.875679325
Puma Yumco,2020,7,254782412.7,5.467564446,Landsat-7/8/9,Tibetan Plateau,north,-3.005947635,6.109972346,369.9511616,0.409022327
Puma Yumco,2020,8,15904362.21,5.681906926,Sentinel-2,Tibetan Plateau,north,-3.714188756,5.776363017,317.5739081,0.369039318
Puma Yumco,2021,6,80508404.59,4.726802177,Sentinel-2,Tibetan Plateau,north,-3.503351675,4.399326511,790.5120191,1.007481837
Puma Yumco,2021,7,5380414.841,5.048866488,Sentinel-2,Tibetan Plateau,north,-2.890720056,7.664402668,1378.205429,1.644407316
Puma Yumco,2021,8,19500258.62,5.446634742,Sentinel-2,Tibetan Plateau,north,-3.280709159,7.274776844,583.97373,0.673553001
Puma Yumco,2022,6,4966521.952,4.301311597,Sentinel-2,Tibetan Plateau,north,-3.087276796,5.357623281,1339.682892,1.555776169
Puma Yumco,2022,7,29649938.3,5.459210193,Sentinel-2,Tibetan Plateau,north,-3.903523556,4.671794144,603.5863602,0.68055967
Puma Yumco,2022,8,49848742.91,5.721011937,Sentinel-2,Tibetan Plateau,north,-3.79714301,5.192441978,100.0097193,0.090405312
Puma Yumco,2023,6,7776029.041,6.603218713,Sentinel-2,Tibetan Plateau,north,-3.882866877,2.510175039,344.1569525,0.405911109
Puma Yumco,2023,7,163317036.4,8.210089224,Landsat-7/8/9,Tibetan Plateau,north,-3.120681682,8.085882493,543.7113798,0.629854529
Puma Yumco,2023,8,1844711.257,8.261766773,Sentinel-2,Tibetan Plateau,north,-3.390911939,6.977775506,297.4450471,0.339328471
Puma Yumco,2024,6,1112510.872,7.793017917,Sentinel-2,Tibetan Plateau,north,-3.34918276,3.683634346,314.8797381,0.377540759
Puma Yumco,2024,7,7384241.476,8.88649228,Sentinel-2,Tibetan Plateau,north,-3.472511601,6.569203929,90.11402055,0.092759299
Puma Yumco,2024,8,32241041.2,7.139962464,Sentinel-2,Tibetan Plateau,north,-3.651269758,6.751247428,718.9877527,0.813356517
Tangra Yumco,2000,6,437065708.3,6.646661107,Landsat-7/8/9,Tibetan Plateau,north,-4.143463653,3.187580841,317.422649,0.336314619
Tangra Yumco,2000,7,285053014.9,6.970843539,Landsat-7/8/9,Tibetan Plateau,north,-3.53960638,6.09315979,268.8815438,0.296330189
Tangra Yumco,2000,8,857170221.2,6.07716826,Landsat-7/8/9,Tibetan Plateau,north,-3.698246131,4.748868688,388.2863339,0.412079782
Tangra Yumco,2001,6,94103088.13,4.425124399,Landsat-7/8/9,Tibetan Plateau,north,-3.61071471,3.905857888,985.5404329,1.058337279
Tangra Yumco,2001,7,501788047.1,7.597979505,Landsat-7/8/9,Tibetan Plateau,north,-3.936689929,4.691802278,128.9670063,0.136677017
Tangra Yumco,2001,8,45864148.44,6.045792009,Landsat-7/8/9,Tibetan Plateau,north,-3.446518681,5.306903133,629.7448721,0.698063872
Tangra Yumco,2002,6,219816661.7,5.858570632,GSW,Tibetan Plateau,north,-4.142227757,2.652206889,493.0847234,0.529305222
Tangra Yumco,2002,7,502868083.7,7.839387622,Landsat-7/8/9,Tibetan Plateau,north,-3.9537553,5.050929036,66.93452706,0.062084183
Tangra Yumco,2002,8,474212702.9,6.163369143,Landsat-7/8/9,Tibetan Plateau,north,-3.526432973,4.719050818,325.5293925,0.345382157
Tangra Yumco,2003,6, -   ,5.540817713,GSW,Tibetan Plateau,north,-4.005117903,2.516217855,606.6271641,0.652126736
Tangra Yumco,2003,7,57083449.2,6.563190451,GSW,Tibetan Plateau,north,-3.865194232,5.284048535,435.7581373,0.461674285
Tangra Yumco,2003,8,153237933.7,7.063124539,GSW,Tibetan Plateau,north,-3.789759659,4.400636488,145.9795825,0.159527972
Tangra Yumco,2004,6,417625888.6,4.978674145,Landsat-7/8/9,Tibetan Plateau,north,-3.829662935,2.742400106,907.8875974,0.998814012
Tangra Yumco,2004,7,23041020.1,6.33760213,Landsat-7/8/9,Tibetan Plateau,north,-3.558015683,5.397374412,320.9473491,0.350003187
Tangra Yumco,2004,8,543513979,6.55068251,Landsat-7/8/9,Tibetan Plateau,north,-3.743207391,5.110348393,360.1287439,0.383879358
Tangra Yumco,2005,6,99848626.73,5.637744699,Landsat-7/8/9,Tibetan Plateau,north,-4.216240046,1.627987539,495.8146368,0.532401084
Tangra Yumco,2005,7,36454236.87,7.143622173,Landsat-7/8/9,Tibetan Plateau,north,-3.725284955,4.829161993,144.417902,0.152171505
Tangra Yumco,2005,8,29505916.9,7.149458894,Landsat-7/8/9,Tibetan Plateau,north,-3.754475082,5.116674995,257.8536568,0.266441458
Tangra Yumco,2006,6,277571604.6,6.923973449,Landsat-7/8/9,Tibetan Plateau,north,-4.760604979,1.712198998,166.4207353,0.178569803
Tangra Yumco,2006,7,34353029.79,8.052699842,Landsat-7/8/9,Tibetan Plateau,north,-4.128660589,4.522390169,219.489471,0.231768557
Tangra Yumco,2006,8,608640005.8,6.151892171,GSW,Tibetan Plateau,north,-3.520142007,5.461230024,319.3246543,0.339577415
Tangra Yumco,2007,6,39562612.53,7.223520989,Landsat-7/8/9,Tibetan Plateau,north,-4.872318736,0.678389882,70.46603353,0.089943151
Tangra Yumco,2007,7,459795366.8,7.227367499,Landsat-7/8/9,Tibetan Plateau,north,-4.064768534,5.239079742,329.538155,0.354654569
Tangra Yumco,2007,8,691482091.6,7.243085208,Landsat-7/8/9,Tibetan Plateau,north,-3.54413358,5.010205419,109.816813,0.123087091
Tangra Yumco,2008,6,71992628.62,5.439789895,Landsat-7/8/9,Tibetan Plateau,north,-3.631514401,3.999061939,586.5039138,0.637083728
Tangra Yumco,2008,7,527104989,6.66101619,Landsat-7/8/9,Tibetan Plateau,north,-3.564832489,5.877564393,618.2463229,0.673494257
Tangra Yumco,2008,8,399893364.8,6.009277647,Landsat-7/8/9,Tibetan Plateau,north,-3.567357309,5.240987073,548.8753521,0.584780346
Tangra Yumco,2009,6,63292795.89,7.335417278,Landsat-7/8/9,Tibetan Plateau,north,-4.660605682,0.169751562,355.9502856,0.387362204
Tangra Yumco,2009,7,56201948.59,9.186827839,Landsat-7/8/9,Tibetan Plateau,north,-4.953107793,3.344022043,50.7072604,0.040784953
Tangra Yumco,2009,8,588532814.3,7.231133618,GSW,Tibetan Plateau,north,-4.133302222,4.140784138,268.9071302,0.289618693
Tangra Yumco,2010,6,132368670,8.166553724,Landsat-7/8/9,Tibetan Plateau,north,-5.405241237,0.253271473,15.40285669,0.004393393
Tangra Yumco,2010,7,61313807.07,9.800608648,Landsat-7/8/9,Tibetan Plateau,north,-4.857580157,3.002361365,24.24538352,0.022297039
Tangra Yumco,2010,8,45754661.22,7.49535666,Landsat-7/8/9,Tibetan Plateau,north,-3.439863529,6.019911476,102.0558196,0.104322219
Tangra Yumco,2011,6,409067464.2,3.853200206,Landsat-7/8/9,Tibetan Plateau,north,-3.26562761,3.644941633,1395.159657,1.54027884
Tangra Yumco,2011,7,38631674.86,7.188238271,Landsat-7/8/9,Tibetan Plateau,north,-3.801170923,4.96175823,263.2461104,0.287774834
Tangra Yumco,2011,8,32890357.77,6.606665731,Landsat-7/8/9,Tibetan Plateau,north,-3.74787383,4.522530002,201.6371573,0.220049048
Tangra Yumco,2012,6,52298588.67,8.428466529,Landsat-7/8/9,Tibetan Plateau,north,-5.186320797,0.365898233,15.88605405,0.00835807
Tangra Yumco,2012,7,430235056.3,8.490687458,Landsat-7/8/9,Tibetan Plateau,north,-4.137777626,4.755011331,74.14619452,0.082943315
Tangra Yumco,2012,8,37471895.2,6.712909377,Landsat-7/8/9,Tibetan Plateau,north,-3.55582449,5.319929765,388.4181964,0.418882333
Tangra Yumco,2013,6,370189729.7,7.444045346,Landsat-7/8/9,Tibetan Plateau,north,-4.297835939,2.506953195,197.1504407,0.21394079
Tangra Yumco,2013,7,11917945.62,7.839665652,Landsat-7/8/9,Tibetan Plateau,north,-3.954444547,5.021190389,174.58542,0.184666679
Tangra Yumco,2013,8,24907660.11,7.037670238,Landsat-7/8/9,Tibetan Plateau,north,-3.966995645,4.302183482,398.1410029,0.431842463
Tangra Yumco,2014,6,497594580.9,8.154677125,Landsat-7/8/9,Tibetan Plateau,north,-5.191794101,0.811106376,175.4838879,0.190107202
Tangra Yumco,2014,7,369053474.8,7.854966184,Landsat-7/8/9,Tibetan Plateau,north,-3.826322548,4.767090619,187.1591364,0.202991453
Tangra Yumco,2014,8,38794294.65,6.282126311,Landsat-7/8/9,Tibetan Plateau,north,-3.557969327,6.153608436,436.6686243,0.477798569
Tangra Yumco,2015,6,22615055.11,6.951518786,Landsat-7/8/9,Tibetan Plateau,north,-4.991947464,1.209031277,68.35754632,0.0616972
Tangra Yumco,2015,7,11330057.68,8.876685244,Landsat-7/8/9,Tibetan Plateau,north,-5.068467045,1.507248526,32.12414864,0.025373932
Tangra Yumco,2015,8,622716214.1,7.433943367,Landsat-7/8/9,Tibetan Plateau,north,-4.207464979,4.326895383,183.6217493,0.202073317
Tangra Yumco,2016,6,273975146.1,6.753073793,Landsat-7/8/9,Tibetan Plateau,north,-4.017751781,3.125853485,272.7077415,0.296151873
Tangra Yumco,2016,7,35127.90527,7.941592824,Landsat-7/8/9,Tibetan Plateau,north,-4.023167736,6.669540992,287.6343969,0.30518906
Tangra Yumco,2016,8,695928758.8,6.565554935,Landsat-7/8/9,Tibetan Plateau,north,-3.43609931,6.248486715,247.6407859,0.272709062
Tangra Yumco,2017,6,388887668.8,6.125880321,Landsat-7/8/9,Tibetan Plateau,north,-4.438498385,1.690652698,165.2797203,0.173413826
Tangra Yumco,2017,7,1978866.464,6.847692837,Landsat-7/8/9,Tibetan Plateau,north,-3.327247027,8.105746397,649.7068264,0.70998446
Tangra Yumco,2017,8,409224853.7,7.254691159,Landsat-7/8/9,Tibetan Plateau,north,-3.54924138,5.584055724,225.8267698,0.248355702
Tangra Yumco,2018,6,292365553.7,8.10751888,Landsat-7/8/9,Tibetan Plateau,north,-4.787020493,1.418307208,201.1654405,0.220667462
Tangra Yumco,2018,7,8473905.261,8.115260563,Landsat-7/8/9,Tibetan Plateau,north,-3.785203186,5.976303368,93.38061353,0.09285311
Tangra Yumco,2018,8,690105937.7,7.021016016,Landsat-7/8/9,Tibetan Plateau,north,-3.089964671,7.216792007,231.1814358,0.253985923
Tangra Yumco,2019,6,32085.2106,7.498856717,Sentinel-2,Tibetan Plateau,north,-5.232837798,0.50740499,27.52950175,0.014500473
Tangra Yumco,2019,7,119508814,6.903873335,Sentinel-2,Tibetan Plateau,north,-3.603617598,6.318617409,758.720908,0.820327676
Tangra Yumco,2019,8,725062375.4,7.098879647,Sentinel-2,Tibetan Plateau,north,-3.616161956,4.507767055,190.944276,0.212973333
Tangra Yumco,2020,6,608067314.1,6.298853386,Sentinel-2,Tibetan Plateau,north,-4.231410525,1.981881324,507.8215827,0.551029374
Tangra Yumco,2020,7,96527006.82,8.932796006,Sentinel-2,Tibetan Plateau,north,-4.560093828,3.855384632,51.87231388,0.04653658
Tangra Yumco,2020,8,874506122.6,8.040331089,Sentinel-2,Tibetan Plateau,north,-4.023345041,4.542271885,68.12886983,0.054439376
Tangra Yumco,2021,6,269186265.4,5.882475549,Sentinel-2,Tibetan Plateau,north,-3.932021924,2.547185577,550.5428307,0.597657009
Tangra Yumco,2021,7,5403.934753,8.919078779,Sentinel-2,Tibetan Plateau,north,-4.539360044,3.619749935,31.2271149,0.019959966
Tangra Yumco,2021,8,794886773.2,7.709589301,Sentinel-2,Tibetan Plateau,north,-3.815776093,5.939068315,172.8348843,0.188134348
Tangra Yumco,2022,6,10807.89832,9.488389299,Sentinel-2,Tibetan Plateau,north,-5.29673978,0.835841147,10.46947844,0.00402538
Tangra Yumco,2022,7,869117100,9.795595133,Sentinel-2,Tibetan Plateau,north,-4.910819927,3.020154941,70.56465345,0.072373373
Tangra Yumco,2022,8,824000186.3,8.619661922,Sentinel-2,Tibetan Plateau,north,-4.191006607,4.032609461,100.8200849,0.101078392
Tangra Yumco,2023,6,20602.03122,8.19270174,Sentinel-2,Tibetan Plateau,north,-4.443663249,2.131200448,413.9884801,0.46068027
Tangra Yumco,2023,7,866836341.7,10.83587254,Sentinel-2,Tibetan Plateau,north,-4.166156425,4.484381416,122.408839,0.127283199
Tangra Yumco,2023,8,220890.1971,9.85095661,Sentinel-2,Tibetan Plateau,north,-3.643448107,6.130771821,94.92277037,0.093683985
Tangra Yumco,2024,6,19814.52179,10.32464152,Sentinel-2,Tibetan Plateau,north,-4.955695473,1.965950831,100.9932394,0.1159796
Tangra Yumco,2024,7,859886104.3,12.04228284,Sentinel-2,Tibetan Plateau,north,-4.302958364,4.659015348,5.889678711,-7.35E-22
Tangra Yumco,2024,8,212783.7867,10.0787279,Sentinel-2,Tibetan Plateau,north,-3.999571955,3.980034233,245.6377376,0.270635507
Zhari Namco,2000,6,74655671.24,7.992800775,Landsat-7/8/9,Tibetan Plateau,north,-4.409736634,2.62567437,114.6455524,0.126124745
Zhari Namco,2000,7,429633563.4,8.479148864,Landsat-7/8/9,Tibetan Plateau,north,-3.930785779,6.474912081,81.77621233,0.090185221
Zhari Namco,2000,8,390920834.6,7.61983455,Landsat-7/8/9,Tibetan Plateau,north,-4.108903541,4.627590978,84.64182553,0.087214034
Zhari Namco,2001,6,167801287.6,6.21246159,Landsat-7/8/9,Tibetan Plateau,north,-4.183431557,2.983116309,183.1355197,0.188449703
Zhari Namco,2001,7,69180547.72,9.149239827,Landsat-7/8/9,Tibetan Plateau,north,-4.272807372,4.553822206,9.806328112,0.003068074
Zhari Namco,2001,8,337820193.7,7.648406827,Landsat-7/8/9,Tibetan Plateau,north,-3.920065472,4.742283427,212.7936846,0.22612242
Zhari Namco,2002,6,743864098.2,8.004236341,GSW,Tibetan Plateau,north,-4.831823476,1.353624323,46.07867876,0.05506385
Zhari Namco,2002,7,989676331,9.700603279,Landsat-7/8/9,Tibetan Plateau,north,-4.538574345,3.540446982,14.46347033,0.007761688
Zhari Namco,2002,8,1014631353,7.525816845,Landsat-7/8/9,Tibetan Plateau,north,-3.756215295,5.64655532,258.2141808,0.276099727
Zhari Namco,2003,6, -   ,7.337494483,GSW,Tibetan Plateau,north,-4.569297414,1.555753013,200.6267267,0.215863212
Zhari Namco,2003,7,64945082.5,8.272767505,GSW,Tibetan Plateau,north,-4.204517648,4.215482631,96.56623336,0.092429759
Zhari Namco,2003,8,245603947.3,8.597342548,Landsat-7/8/9,Tibetan Plateau,north,-4.175422892,4.346395713,22.38225486,0.013434934
Zhari Namco,2004,6,687693606.7,6.364298796,Landsat-7/8/9,Tibetan Plateau,north,-4.299088233,2.431570071,343.7417323,0.380796399
Zhari Namco,2004,7,168015295,8.079945357,Landsat-7/8/9,Tibetan Plateau,north,-4.07199799,4.983830398,100.6116124,0.105611711
Zhari Namco,2004,8,49211689.95,8.059359658,Landsat-7/8/9,Tibetan Plateau,north,-4.192665819,4.492760605,50.18895028,0.046128758
Zhari Namco,2005,6,52183443.73,6.268309531,Landsat-7/8/9,Tibetan Plateau,north,-4.29000278,1.441883309,521.2505232,0.555003781
Zhari Namco,2005,7,58724660.93,8.489541965,Landsat-7/8/9,Tibetan Plateau,north,-3.882595514,4.975247475,30.06007181,0.014753667
Zhari Namco,2005,8,214636250.3,8.430499335,Landsat-7/8/9,Tibetan Plateau,north,-4.019873706,4.730498513,33.8058454,0.038254036
Zhari Namco,2006,6,743617715.6,8.271058127,Landsat-7/8/9,Tibetan Plateau,north,-5.21814036,1.02372716,13.08825201,6.41E-04
Zhari Namco,2006,7,259008889.5,9.728639402,Landsat-7/8/9,Tibetan Plateau,north,-4.476975399,4.366638367,149.3398259,0.162322633
Zhari Namco,2006,8,126126487.6,7.430435749,Landsat-7/8/9,Tibetan Plateau,north,-3.743751873,6.280812984,144.4317045,0.147138359
Zhari Namco,2007,6,50812718.08,8.57885098,Landsat-7/8/9,Tibetan Plateau,north,-5.199968181,0.564675598,55.47544594,0.061533718
Zhari Namco,2007,7,64109173.98,8.864479731,Landsat-7/8/9,Tibetan Plateau,north,-4.388182379,5.06202813,62.9623641,0.069682953
Zhari Namco,2007,8,127291116.7,8.539423325,Landsat-7/8/9,Tibetan Plateau,north,-3.851048198,5.17631729,43.68544127,0.042473983
Zhari Namco,2008,6,642547241.8,6.829115462,GSW,Tibetan Plateau,north,-3.833862139,3.208267779,193.1858512,0.203666273
Zhari Namco,2008,7,21050096.89,8.197781034,Landsat-7/8/9,Tibetan Plateau,north,-3.865253668,6.410330402,109.5470382,0.121484956
Zhari Namco,2008,8,30843985.69,7.552163052,Landsat-7/8/9,Tibetan Plateau,north,-3.927419253,5.09426854,104.075683,0.111710181
Zhari Namco,2009,6,773701835.8,8.386412988,Landsat-7/8/9,Tibetan Plateau,north,-5.190926982,0.071573154,58.47420277,0.05722765
Zhari Namco,2009,7,649443816.5,10.93813838,Landsat-7/8/9,Tibetan Plateau,north,-5.354829388,2.840256169,14.4574203,0.007519472
Zhari Namco,2009,8,1009194204,8.851574886,GSW,Tibetan Plateau,north,-4.656305532,3.30028653,37.31441921,0.022154722
Zhari Namco,2010,6,744523950.5,8.747615891,Landsat-7/8/9,Tibetan Plateau,north,-5.707361513,0.102063307,10.97193778,8.61E-05
Zhari Namco,2010,7,1003286458,11.47773312,GSW,Tibetan Plateau,north,-5.363872483,2.640815599,2.942853304,-7.35E-22
Zhari Namco,2010,8,77669294.12,8.738170896,Landsat-7/8/9,Tibetan Plateau,north,-3.74167127,6.553022856,24.85179589,0.011664063
Zhari Namco,2011,6,133617819.8,5.328888646,Landsat-7/8/9,Tibetan Plateau,north,-3.611443896,3.444950942,799.1244471,0.8592329
Zhari Namco,2011,7,87315558.46,8.739282185,Landsat-7/8/9,Tibetan Plateau,north,-4.066988302,5.34589621,93.1921596,0.09736559
Zhari Namco,2011,8,213789026.6,7.990516209,Landsat-7/8/9,Tibetan Plateau,north,-4.075538755,4.667436022,62.23590882,0.059439892
Zhari Namco,2012,6,711775412,9.044402559,Landsat-7/8/9,Tibetan Plateau,north,-5.4385017,0.089394784,6.713602095,8.61E-05
Zhari Namco,2012,7,746647387.1,10.25899196,Landsat-7/8/9,Tibetan Plateau,north,-4.552752983,4.125129538,3.453079356,-7.35E-22
Zhari Namco,2012,8,227398560.6,8.152591751,Landsat-7/8/9,Tibetan Plateau,north,-3.968076188,5.489509974,47.37254468,0.040186384
Zhari Namco,2013,6,1000868732,8.771260603,Landsat-7/8/9,Tibetan Plateau,north,-4.609828825,1.98154308,34.02039526,0.026880632
Zhari Namco,2013,7,147806953.8,9.279049993,Landsat-7/8/9,Tibetan Plateau,north,-4.2442369,5.227224313,49.78447051,0.041978785
Zhari Namco,2013,8,292937908.2,8.293674896,Landsat-7/8/9,Tibetan Plateau,north,-4.170484343,4.531298854,97.84035596,0.097742371
Zhari Namco,2014,6,25896247.02,8.615689263,Landsat-7/8/9,Tibetan Plateau,north,-5.447074195,0.835144004,153.9303317,0.162677884
Zhari Namco,2014,7,710682624.7,9.083509762,Landsat-7/8/9,Tibetan Plateau,north,-3.936483975,4.574609988,114.8538154,0.127007489
Zhari Namco,2014,8,452300932.8,7.938563943,Landsat-7/8/9,Tibetan Plateau,north,-4.002948658,5.338641482,123.5977396,0.134338571
Zhari Namco,2015,6,986699740,7.864201953,Landsat-7/8/9,Tibetan Plateau,north,-5.334812408,0.719151125,3.615418136,-7.35E-22
Zhari Namco,2015,7,50545488.02,10.31902013,Landsat-7/8/9,Tibetan Plateau,north,-5.258311427,1.564128723,21.15191422,0.011577942
Zhari Namco,2015,8,133412092,8.719403697,Landsat-7/8/9,Tibetan Plateau,north,-4.492378171,4.294818074,161.7859354,0.173125482
Zhari Namco,2016,6,101027298.1,8.455066094,Landsat-7/8/9,Tibetan Plateau,north,-4.48056044,2.079536623,98.61255245,0.1122915
Zhari Namco,2016,7,292208312.3,9.523099341,Landsat-7/8/9,Tibetan Plateau,north,-4.364732573,6.014929491,25.79867881,0.016368443
Zhari Namco,2016,8,285132789,7.964987761,Landsat-7/8/9,Tibetan Plateau,north,-3.709562766,6.012820073,37.39665436,0.027725698
Zhari Namco,2017,6,170603572,7.216813701,Landsat-7/8/9,Tibetan Plateau,north,-4.713800024,1.493184458,97.85042139,0.104147648
Zhari Namco,2017,7,146323431.6,8.325773553,Landsat-7/8/9,Tibetan Plateau,north,-3.552158137,8.838438991,180.5132963,0.190844954
Zhari Namco,2017,8,24321496.09,8.620825607,Landsat-7/8/9,Tibetan Plateau,north,-3.882895905,5.985455524,99.66935853,0.110902793
