area_m2,lake,source,valid_days,year,region,hemisphere,pet_mm,precip_mm,snow_cover_pct,snow_depth_cm,temp_C
10400000.0,Namtso,10day-mean,6,2000,Tibetan Plateau,north,-105.2715344,163.3045926,322.3522861,0.413040364,5.782266752
17500000.0,Namtso,10day-mean,6,2001,Tibetan Plateau,north,-98.80834875,166.8964629,1291.132288,2.829617658,5.037247909
6165051.204,Namtso,10day-mean,8,2002,Tibetan Plateau,north,-105.6484147,168.9610949,586.0738395,0.650218086,5.465581962
31900000.0,Namtso,10day-mean,4,2003,Tibetan Plateau,north,-107.4181551,178.2779466,530.2512622,0.750820175,5.609752055
60700000.0,Namtso,10day-mean,8,2004,Tibetan Plateau,north,-97.71364258,187.4010939,880.9571383,1.04531871,5.007953866
366000000.0,Namtso,10day-mean,7,2005,Tibetan Plateau,north,-109.7835309,165.6194708,545.3295849,0.778234976,5.851708164
12600000.0,Namtso,10day-mean,10,2006,Tibetan Plateau,north,-126.5481317,108.6600138,119.0093245,0.121967723,6.465510296
8427603.456,Namtso,10day-mean,9,2007,Tibetan Plateau,north,-113.0757292,156.4986201,503.7432968,0.520781289,5.877765822
3273390.766,Namtso,10day-mean,10,2008,Tibetan Plateau,north,-107.0213141,178.3861338,523.7002165,0.557899304,5.566338065
124000000.0,Namtso,10day-mean,10,2009,Tibetan Plateau,north,-121.5921691,142.7583598,352.3811961,0.357356059,6.581504645
6257519.576,Namtso,10day-mean,9,2010,Tibetan Plateau,north,-122.3004411,140.3370559,184.9232141,0.185389198,6.823115238
11000000.0,Namtso,10day-mean,9,2011,Tibetan Plateau,north,-111.5746737,153.5627418,378.5213713,0.386643689,5.561366796
11300000.0,Namtso,10day-mean,9,2012,Tibetan Plateau,north,-122.714672,142.8567683,107.0509914,0.105180222,6.886010722
51500000.0,Namtso,10day-mean,10,2013,Tibetan Plateau,north,-115.2087102,152.3271921,337.5876321,0.343828635,6.206916131
13000000.0,Namtso,10day-mean,10,2014,Tibetan Plateau,north,-111.1133686,166.4618264,410.4314525,0.435971917,6.096095124
11500000.0,Namtso,10day-mean,10,2015,Tibetan Plateau,north,-128.5413326,117.7184238,403.9928103,0.414703126,6.059680719
4053663.827,Namtso,10day-mean,10,2016,Tibetan Plateau,north,-109.220315,148.3983212,488.068821,0.510193984,6.091787433
6541089.422,Namtso,10day-mean,9,2017,Tibetan Plateau,north,-114.6719474,166.282645,360.3992599,0.367111683,6.10925293
50400000.0,Namtso,10day-mean,10,2018,Tibetan Plateau,north,-108.2776049,180.3165627,443.3029182,0.499462228,6.413695691
83400000.0,Namtso,10day-mean,10,2019,Tibetan Plateau,north,-120.6950375,143.0508504,298.1084365,0.321159553,6.498045649
217000000.0,Namtso,10day-mean,10,2020,Tibetan Plateau,north,-107.3501171,170.2050629,645.1077219,1.131277235,6.192927244
115000000.0,Namtso,10day-mean,10,2021,Tibetan Plateau,north,-110.917499,169.9943417,334.5288377,0.341641895,6.455047743
3792350.367,Namtso,10day-mean,10,2022,Tibetan Plateau,north,-135.8121487,102.1030118,123.7949478,0.123585881,7.547644587
88400000.0,Namtso,10day-mean,10,2023,Tibetan Plateau,north,-112.5760468,171.7264695,390.7733523,0.473362218,6.405825368
84000000.0,Namtso,10day-mean,10,2024,Tibetan Plateau,north,-122.25084,147.1802272,154.0944515,0.162836352,7.07416802
306000000.0,Namtso,10day-mean,10,2025,Tibetan Plateau,north,-125.7194524,134.4682137,310.1972312,0.318411317,6.725638951
98300000.0,Yamdrok,10day-mean,6,2000,Tibetan Plateau,north,-128.2485725,215.0252434,130.715469,0.133360988,7.692661095
191000000.0,Yamdrok,10day-mean,8,2001,Tibetan Plateau,north,-146.7559729,148.0918993,128.5622567,0.135259913,7.94366169
61800000.0,Yamdrok,10day-mean,5,2002,Tibetan Plateau,north,-132.0045828,180.6336243,201.1752958,0.207732326,7.424601941
31700000.0,Yamdrok,10day-mean,4,2003,Tibetan Plateau,north,-136.6759331,174.1412032,156.2040817,0.159794824,7.682117866
57600000.0,Yamdrok,10day-mean,4,2004,Tibetan Plateau,north,-129.925023,199.7754147,213.2672855,0.221112889,7.235955759
21200000.0,Yamdrok,10day-mean,6,2005,Tibetan Plateau,north,-145.0470911,151.1487245,84.27783336,0.085499272,8.312136465
72500000.0,Yamdrok,10day-mean,8,2006,Tibetan Plateau,north,-150.200016,136.9587905,126.8744699,0.130564501,8.225589323
53300000.0,Yamdrok,10day-mean,10,2007,Tibetan Plateau,north,-140.7834429,171.9809477,255.8292003,0.276407569,7.926491726
91500000.0,Yamdrok,10day-mean,6,2008,Tibetan Plateau,north,-129.3987657,192.8456169,247.1246611,0.262018976,7.597161136
70900000.0,Yamdrok,10day-mean,9,2009,Tibetan Plateau,north,-143.8912602,150.5353161,160.9807266,0.167454821,8.421092078
71900000.0,Yamdrok,10day-mean,6,2010,Tibetan Plateau,north,-136.5604033,178.3365226,158.4343679,0.164061465,8.252644676
10400000.0,Yamdrok,10day-mean,7,2011,Tibetan Plateau,north,-133.5031125,182.8266973,164.1115746,0.168051272,7.563698302
15400000.0,Yamdrok,10day-mean,7,2012,Tibetan Plateau,north,-146.5457809,165.5320497,120.6224081,0.12455973,8.661517567
108000000.0,Yamdrok,10day-mean,7,2013,Tibetan Plateau,north,-137.2257294,200.0253474,157.692523,0.162027971,7.972188435
38500000.0,Yamdrok,10day-mean,9,2014,Tibetan Plateau,north,-140.7840288,184.1133925,109.1164356,0.112543861,8.259743443
46900000.0,Yamdrok,10day-mean,10,2015,Tibetan Plateau,north,-148.6172184,133.4534769,179.0702628,0.187259881,8.163612372
12500000.0,Yamdrok,10day-mean,7,2016,Tibetan Plateau,north,-132.6407495,201.3498899,124.300634,0.126115262,7.973419313
26100000.0,Yamdrok,10day-mean,9,2017,Tibetan Plateau,north,-136.1467728,181.0168292,143.7560074,0.157491595,8.021265673
36000000.0,Yamdrok,10day-mean,7,2018,Tibetan Plateau,north,-131.825834,228.2766664,205.2862272,0.22215134,8.289605861
194000000.0,Yamdrok,10day-mean,10,2019,Tibetan Plateau,north,-145.3073476,152.7215634,128.8080368,0.134811288,8.616399912
164000000.0,Yamdrok,10day-mean,10,2020,Tibetan Plateau,north,-129.0071237,183.1434129,122.2342324,0.18724294,8.078895421
178000000.0,Yamdrok,10day-mean,10,2021,Tibetan Plateau,north,-128.7542044,217.1331554,175.1022289,0.179910079,8.109981664
209000000.0,Yamdrok,10day-mean,10,2022,Tibetan Plateau,north,-146.4900166,140.9607773,109.1477067,0.110546012,8.572912168
173000000.0,Yamdrok,10day-mean,10,2023,Tibetan Plateau,north,-134.8831216,206.8762116,111.415278,0.120671292,8.480747565
164000000.0,Yamdrok,10day-mean,10,2024,Tibetan Plateau,north,-138.1486117,181.6140972,68.03510714,0.069479108,8.800319718
42600000.0,Yamdrok,10day-mean,10,2025,Tibetan Plateau,north,-146.4784773,156.3184307,84.13955931,0.085862611,8.529588625
402000000.0,Manasarovar,10day-mean,3,2000,Tibetan Plateau,north,-90.55470896,131.3330636,880.5594551,1.784634126,4.286301101
313000000.0,Manasarovar,10day-mean,4,2001,Tibetan Plateau,north,-104.1335567,85.43345693,183.3580605,0.190355987,4.937036453
296000000.0,Manasarovar,10day-mean,1,2002,Tibetan Plateau,north,-102.1226191,79.81110919,452.4530329,0.848856028,4.751437985
400000000.0,Manasarovar,10day-mean,1,2003,Tibetan Plateau,north,-88.39280665,84.45701014,902.5503623,2.210392422,4.084136946
226000000.0,Manasarovar,10day-mean,5,2004,Tibetan Plateau,north,-109.5749044,79.10243911,153.926214,0.155765045,4.387532201
114000000.0,Manasarovar,10day-mean,1,2005,Tibetan Plateau,north,-93.88102623,81.53189914,859.3481228,2.909954921,3.811909715
252000000.0,Manasarovar,10day-mean,2,2006,Tibetan Plateau,north,-95.12401574,119.0571509,500.0043349,0.529140846,4.309319292
327000000.0,Manasarovar,10day-mean,3,2007,Tibetan Plateau,north,-101.718039,92.31563417,216.5406019,0.330619893,5.189663605
214000000.0,Manasarovar,10day-mean,3,2008,Tibetan Plateau,north,-89.12633671,111.6753066,575.7568931,1.665448376,4.838815047
288000000.0,Manasarovar,10day-mean,8,2009,Tibetan Plateau,north,-98.09841878,59.6246029,903.5996971,2.96813547,4.181071502
297000000.0,Manasarovar,10day-mean,4,2010,Tibetan Plateau,north,-93.63078711,115.6832569,725.6005598,2.004632126,4.555723216
135000000.0,Manasarovar,10day-mean,5,2011,Tibetan Plateau,north,-90.50667092,109.1354484,470.9130461,0.59762088,4.479893649
218000000.0,Manasarovar,10day-mean,2,2012,Tibetan Plateau,north,-104.6260253,83.55786211,237.5992859,0.361133645,4.970453934
116000000.0,Manasarovar,10day-mean,8,2013,Tibetan Plateau,north,-84.16424421,127.027337,1144.602064,2.829702849,4.544093146
86400000.0,Manasarovar,10day-mean,8,2014,Tibetan Plateau,north,-99.68398107,74.8398355,371.2025122,0.722391684,4.434836887
86000000.0,Manasarovar,10day-mean,8,2015,Tibetan Plateau,north,-85.46436543,104.0544141,1279.777242,2.550353278,3.606643035
0.0,Manasarovar,10day-mean,6,2016,Tibetan Plateau,north,-105.310715,96.40165071,112.3303986,0.113618837,5.497371729
108000000.0,Manasarovar,10day-mean,8,2017,Tibetan Plateau,north,-94.9507215,118.5389553,300.6789736,0.371215829,4.861674335
71400000.0,Manasarovar,10day-mean,7,2018,Tibetan Plateau,north,-101.4624304,129.8290429,152.0266555,0.158595349,5.781374282
122000000.0,Manasarovar,10day-mean,10,2019,Tibetan Plateau,north,-92.73794757,98.92880069,702.0298828,1.680766768,4.155064139
240000000.0,Manasarovar,10day-mean,10,2020,Tibetan Plateau,north,-98.99584169,73.92194509,650.0721594,1.830107636,5.097481857
185000000.0,Manasarovar,10day-mean,10,2021,Tibetan Plateau,north,-87.14108623,102.4842295,1244.317987,3.832199499,4.468625035
200000000.0,Manasarovar,10day-mean,10,2022,Tibetan Plateau,north,-104.6453266,101.3302949,241.5260845,0.250035145,5.434516822
192000000.0,Manasarovar,10day-mean,10,2023,Tibetan Plateau,north,-88.9490163,87.96714447,834.9271627,3.680704188,4.649546002
208000000.0,Manasarovar,10day-mean,10,2024,Tibetan Plateau,north,-100.5933932,107.6409566,559.9308613,1.025721766,5.61864061
180000000.0,Manasarovar,10day-mean,10,2025,Tibetan Plateau,north,-100.9907075,113.9772334,188.3336387,0.192998872,5.963450053
1350000000.0,Siling Lake,10day-mean,5,2000,Tibetan Plateau,north,-126.3443053,139.8810691,40.41323746,0.039800947,8.393468546
1090000000.0,Siling Lake,10day-mean,7,2001,Tibetan Plateau,north,-116.7585083,142.6660671,203.554155,0.217706208,7.692097955
1400000000.0,Siling Lake,10day-mean,8,2002,Tibetan Plateau,north,-118.9046766,131.8178339,51.74306522,0.051922392,8.041521725
487000000.0,Siling Lake,GSW-fallback,0,2003,Tibetan Plateau,north,-119.5190433,127.6406376,77.47094529,0.080095366,7.815691611
552000000.0,Siling Lake,10day-mean,9,2004,Tibetan Plateau,north,-121.0107832,139.3337333,136.3780388,0.143137559,7.649790408
1440000000.0,Siling Lake,10day-mean,6,2005,Tibetan Plateau,north,-126.100863,127.8750646,34.12254314,0.034227345,8.384489175
1150000000.0,Siling Lake,10day-mean,9,2006,Tibetan Plateau,north,-136.022207,120.7799833,30.38960581,0.03033218,9.051911828
1200000000.0,Siling Lake,10day-mean,8,2007,Tibetan Plateau,north,-135.6495979,122.8312369,22.46046471,0.021456962,8.649660751
1150000000.0,Siling Lake,10day-mean,10,2008,Tibetan Plateau,north,-127.937914,124.1868234,68.42570055,0.070371838,8.007662336
1580000000.0,Siling Lake,10day-mean,10,2009,Tibetan Plateau,north,-141.1165128,98.9009086,113.5750626,0.128123297,9.285753429
1940000000.0,Siling Lake,10day-mean,9,2010,Tibetan Plateau,north,-144.2389358,111.0594851,11.50943126,0.010051698,9.935491854
1100000000.0,Siling Lake,10day-mean,8,2011,Tibetan Plateau,north,-120.550972,129.1214086,158.5819538,0.169404905,7.72586913
1070000000.0,Siling Lake,10day-mean,7,2012,Tibetan Plateau,north,-133.181598,120.7714466,29.66866231,0.029176608,9.228500001
1070000000.0,Siling Lake,10day-mean,10,2013,Tibetan Plateau,north,-133.3249118,108.3856499,18.70983327,0.017431113,9.208566897
1220000000.0,Siling Lake,10day-mean,10,2014,Tibetan Plateau,north,-131.4712338,123.3100542,58.78916087,0.060774354,8.947149184
843000000.0,Siling Lake,10day-mean,10,2015,Tibetan Plateau,north,-153.7269645,76.40618743,25.39104734,0.024663457,9.028406121
921000000.0,Siling Lake,10day-mean,10,2016,Tibetan Plateau,north,-122.5188284,149.2029675,46.88569601,0.047200408,8.636556428
814000000.0,Siling Lake,10day-mean,9,2017,Tibetan Plateau,north,-123.7223598,145.5036822,31.53515793,0.030944963,8.500864869
758000000.0,Siling Lake,10day-mean,10,2018,Tibetan Plateau,north,-124.8070451,165.453442,58.19717041,0.060135944,9.321567033
783000000.0,Siling Lake,10day-mean,10,2019,Tibetan Plateau,north,-144.7648653,95.89060388,35.81245017,0.036409199,9.278884494
1410000000.0,Siling Lake,10day-mean,10,2020,Tibetan Plateau,north,-134.911187,124.4880701,85.33028113,0.090055743,9.329730974
1020000000.0,Siling Lake,10day-mean,10,2021,Tibetan Plateau,north,-131.6751837,129.017319,54.85583141,0.057587172,9.211411595
1630000000.0,Siling Lake,10day-mean,10,2022,Tibetan Plateau,north,-156.6786735,79.81546398,9.173472228,0.008968137,10.90020783
835000000.0,Siling Lake,10day-mean,10,2023,Tibetan Plateau,north,-128.8290931,129.3709822,23.06520892,0.022869011,9.039841008
1080000000.0,Siling Lake,10day-mean,10,2024,Tibetan Plateau,north,-141.5672689,94.77531511,17.48348177,0.017726006,9.918838729
1370000000.0,Siling Lake,10day-mean,10,2025,Tibetan Plateau,north,-137.1103639,117.0926366,49.89990949,0.051486599,9.321062747
429000000.0,Gyaring Lake,10day-mean,8,2000,Tibetan Plateau,north,-112.0516375,76.78981158,298.5035532,0.322831144,6.37876719
243000000.0,Gyaring Lake,10day-mean,8,2001,Tibetan Plateau,north,-103.0926749,70.03978737,492.7172755,0.60669479,5.926463068
232000000.0,Gyaring Lake,10day-mean,7,2002,Tibetan Plateau,north,-110.9967105,74.91499451,318.7998968,0.350710162,6.333646944
326000000.0,Gyaring Lake,10day-mean,6,2003,Tibetan Plateau,north,-97.54015238,83.08070575,413.2418996,0.452780854,5.45607963
172000000.0,Gyaring Lake,10day-mean,10,2004,Tibetan Plateau,north,-103.0740555,74.01083566,419.4934257,0.458844411,5.277810003
243000000.0,Gyaring Lake,10day-mean,6,2005,Tibetan Plateau,north,-98.57592998,107.9806868,277.2965185,0.299987617,6.119107061
370000000.0,Gyaring Lake,10day-mean,8,2006,Tibetan Plateau,north,-101.6250223,98.39098842,562.6679662,0.649704195,6.560951696
384000000.0,Gyaring Lake,10day-mean,6,2007,Tibetan Plateau,north,-93.71419933,104.8383994,1005.932322,1.321886078,5.429247174
345000000.0,Gyaring Lake,10day-mean,7,2008,Tibetan Plateau,north,-104.4377216,88.53867422,492.0744333,0.535657495,5.196602096
267000000.0,Gyaring Lake,10day-mean,3,2009,Tibetan Plateau,north,-102.2106852,104.8989429,317.5469823,0.352176406,6.234537534
338000000.0,Gyaring Lake,10day-mean,8,2010,Tibetan Plateau,north,-104.976279,87.19492126,384.25833,0.464304937,6.828935344
307000000.0,Gyaring Lake,10day-mean,8,2011,Tibetan Plateau,north,-100.5818622,84.41276583,459.9660855,0.50415291,5.496989132
217000000.0,Gyaring Lake,10day-mean,6,2012,Tibetan Plateau,north,-101.8570883,92.76764533,212.9811855,0.230715514,6.354730302
283000000.0,Gyaring Lake,10day-mean,10,2013,Tibetan Plateau,north,-114.3600454,77.61636427,148.7424425,0.165655292,7.285786893
160000000.0,Gyaring Lake,10day-mean,10,2014,Tibetan Plateau,north,-96.93982992,81.50549561,305.727202,0.333011356,5.665413033
181000000.0,Gyaring Lake,10day-mean,10,2015,Tibetan Plateau,north,-113.7884151,70.26293534,460.5669395,0.503602944,5.496401185
239000000.0,Gyaring Lake,10day-mean,10,2016,Tibetan Plateau,north,-113.7401054,69.20565913,139.6635719,0.158808385,7.42520081
140000000.0,Gyaring Lake,10day-mean,9,2017,Tibetan Plateau,north,-98.89575601,96.49018185,580.1021853,0.727445379,6.092083192
203000000.0,Gyaring Lake,10day-mean,8,2018,Tibetan Plateau,north,-101.0569384,101.1883064,317.1615462,0.348967138,6.929322924
251000000.0,Gyaring Lake,10day-mean,10,2019,Tibetan Plateau,north,-104.3888509,104.267231,270.2345428,0.294338395,6.06227092
272000000.0,Gyaring Lake,10day-mean,10,2020,Tibetan Plateau,north,-96.06710705,109.8722126,493.7866379,0.722426335,6.140623174
339000000.0,Gyaring Lake,10day-mean,10,2021,Tibetan Plateau,north,-108.4424023,94.94752457,262.162993,0.286682518,6.837556485
304000000.0,Gyaring Lake,10day-mean,9,2022,Tibetan Plateau,north,-114.8285703,87.07920833,237.7155374,0.260242135,8.094564761
316000000.0,Gyaring Lake,10day-mean,10,2023,Tibetan Plateau,north,-103.2073355,90.11050002,374.8980979,0.546767442,6.420897133
280000000.0,Gyaring Lake,10day-mean,10,2024,Tibetan Plateau,north,-105.5803861,83.56123798,619.9840237,1.108031885,7.09067276
279000000.0,Gyaring Lake,10day-mean,10,2025,Tibetan Plateau,north,-109.5915148,91.64686262,541.1663554,0.590100451,6.886082126
45300000.0,Puma Yumco,10day-mean,4,2000,Tibetan Plateau,north,-104.6418799,204.8998113,656.8766545,0.726968049,4.583670897
62600000.0,Puma Yumco,10day-mean,5,2001,Tibetan Plateau,north,-123.5121936,131.4079461,386.1224662,0.421050085,4.860764702
146000000.0,Puma Yumco,10day-mean,2,2002,Tibetan Plateau,north,-107.8983051,161.8996556,718.7756552,0.811834467,4.341637142
190000000.0,Puma Yumco,10day-mean,3,2003,Tibetan Plateau,north,-112.1850729,142.5542219,703.3213877,0.782075477,4.56734161
160000000.0,Puma Yumco,10day-mean,4,2004,Tibetan Plateau,north,-110.3785886,162.747713,797.5063397,0.985802333,4.282593012
84900000.0,Puma Yumco,10day-mean,4,2005,Tibetan Plateau,north,-121.2642769,128.3945714,359.9486463,0.396976634,5.16006604
168000000.0,Puma Yumco,10day-mean,8,2006,Tibetan Plateau,north,-122.0097378,127.5652965,464.1005922,0.516477278,4.887694434
131000000.0,Puma Yumco,10day-mean,7,2007,Tibetan Plateau,north,-113.9506519,151.5386151,734.0987339,0.842028985,4.720995274
59500000.0,Puma Yumco,10day-mean,4,2008,Tibetan Plateau,north,-105.1470761,175.692603,896.5732641,1.019039688,4.508659135
191000000.0,Puma Yumco,10day-mean,6,2009,Tibetan Plateau,north,-112.9798785,140.1815832,864.1648921,1.102075325,4.911648397
118000000.0,Puma Yumco,10day-mean,2,2010,Tibetan Plateau,north,-111.168235,161.1849031,579.1294648,0.657474253,5.000098619
66400000.0,Puma Yumco,10day-mean,7,2011,Tibetan Plateau,north,-106.5111784,175.7698496,749.3792698,0.831992134,4.258322662
75400000.0,Puma Yumco,10day-mean,6,2012,Tibetan Plateau,north,-120.3280213,150.118684,476.2657884,0.538479981,5.437168715
71400000.0,Puma Yumco,10day-mean,6,2013,Tibetan Plateau,north,-112.7841785,167.768147,420.8977585,0.458190038,4.812620758
126000000.0,Puma Yumco,10day-mean,8,2014,Tibetan Plateau,north,-112.0769511,161.4287864,574.676847,0.677052185,4.888685711
57800000.0,Puma Yumco,10day-mean,5,2015,Tibetan Plateau,north,-123.1322713,114.9684644,622.2221759,0.752800525,4.564614224
88700000.0,Puma Yumco,10day-mean,6,2016,Tibetan Plateau,north,-115.0906367,150.1951216,377.1722063,0.41583947,4.821709031
101000000.0,Puma Yumco,10day-mean,6,2017,Tibetan Plateau,north,-115.1565045,138.654913,573.3867946,0.790568868,4.668708692
131000000.0,Puma Yumco,10day-mean,7,2018,Tibetan Plateau,north,-113.3452669,162.5750675,427.4447055,0.466795429,5.055163354
85800000.0,Puma Yumco,10day-mean,9,2019,Tibetan Plateau,north,-123.3795722,141.9038518,507.0228351,0.599205693,5.361727445
62500000.0,Puma Yumco,10day-mean,10,2020,Tibetan Plateau,north,-107.6114667,153.4896915,455.1521595,0.559756185,5.063261771
32100000.0,Puma Yumco,10day-mean,9,2021,Tibetan Plateau,north,-104.2326698,199.0891107,816.524704,0.960304174,5.103064477
45500000.0,Puma Yumco,10day-mean,10,2022,Tibetan Plateau,north,-115.6139786,156.4868244,596.6640942,0.665705054,5.190353807
26600000.0,Puma Yumco,10day-mean,9,2023,Tibetan Plateau,north,-113.2592417,184.3545629,368.1196715,0.400973601,5.538026845
18600000.0,Puma Yumco,10day-mean,8,2024,Tibetan Plateau,north,-114.0086764,178.4651835,351.8639197,0.383323871,5.77660749
56800000.0,Puma Yumco,10day-mean,10,2025,Tibetan Plateau,north,-122.0708592,154.4184529,283.1395298,0.30627247,5.449622154
192000000.0,Tangra Yumco,10day-mean,6,2000,Tibetan Plateau,north,-115.5852508,143.2115887,205.3179229,0.211791606,6.669541594
89800000.0,Tangra Yumco,10day-mean,8,2001,Tibetan Plateau,north,-111.8891265,141.7107195,432.7732796,0.456199426,6.129277809
226000000.0,Tangra Yumco,10day-mean,5,2002,Tibetan Plateau,north,-118.0710163,126.4300739,192.7971065,0.200124397,6.729341469
31600000.0,Tangra Yumco,10day-mean,2,2003,Tibetan Plateau,north,-118.4776447,124.3351802,263.4154301,0.274303617,6.499843838
34000000.0,Tangra Yumco,10day-mean,10,2004,Tibetan Plateau,north,-113.1672895,135.5431415,368.1537928,0.38689403,6.058216045
161000000.0,Tangra Yumco,10day-mean,7,2005,Tibetan Plateau,north,-118.5781291,118.4805141,207.4289486,0.215489962,6.741454476
153000000.0,Tangra Yumco,10day-mean,10,2006,Tibetan Plateau,north,-125.9577055,119.6997105,150.1163138,0.154626363,7.148222465
60900000.0,Tangra Yumco,10day-mean,9,2007,Tibetan Plateau,north,-126.6141124,112.0002105,114.4887847,0.117696455,7.33792757
87000000.0,Tangra Yumco,10day-mean,9,2008,Tibetan Plateau,north,-109.5371165,154.3362326,389.5755337,0.406281981,6.145054648
86300000.0,Tangra Yumco,10day-mean,10,2009,Tibetan Plateau,north,-139.6816795,78.44131011,211.0931434,0.2277884,8.020006973
130000000.0,Tangra Yumco,10day-mean,9,2010,Tibetan Plateau,north,-138.8469312,95.12058891,31.29140739,0.029454295,8.592468908
134000000.0,Tangra Yumco,10day-mean,10,2011,Tibetan Plateau,north,-110.0611093,133.9182385,504.8953484,0.542945844,5.98930598
58600000.0,Tangra Yumco,10day-mean,6,2012,Tibetan Plateau,north,-130.4136725,106.9118423,110.6118603,0.112871919,7.981659941
74000000.0,Tangra Yumco,10day-mean,9,2013,Tibetan Plateau,north,-124.1339426,120.8758988,180.4360933,0.187310605,7.545658469
83900000.0,Tangra Yumco,10day-mean,9,2014,Tibetan Plateau,north,-127.3434704,120.1521057,167.7910333,0.175217068,7.532025911
39500000.0,Tangra Yumco,10day-mean,9,2015,Tibetan Plateau,north,-144.8813986,71.98666107,62.38516246,0.06177907,7.860358725
74400000.0,Tangra Yumco,10day-mean,10,2016,Tibetan Plateau,north,-116.7050185,163.8169893,164.9655892,0.170678477,7.194851145
89400000.0,Tangra Yumco,10day-mean,10,2017,Tibetan Plateau,north,-114.8811481,157.9185536,266.7214903,0.278624751,6.848087345
52600000.0,Tangra Yumco,10day-mean,10,2018,Tibetan Plateau,north,-118.149081,149.5626305,120.9401974,0.123361894,7.850118547
197000000.0,Tangra Yumco,10day-mean,10,2019,Tibetan Plateau,north,-126.0040952,116.4724385,230.5186724,0.242026576,7.263213104
403000000.0,Tangra Yumco,10day-mean,10,2020,Tibetan Plateau,north,-130.2559619,105.8528822,167.8347918,0.175753452,7.868413759
218000000.0,Tangra Yumco,10day-mean,10,2021,Tibetan Plateau,north,-124.9819363,123.7054229,202.2315012,0.212885537,7.622954382
312000000.0,Tangra Yumco,10day-mean,10,2022,Tibetan Plateau,north,-146.3753076,80.58940352,46.7730615,0.046802329,9.431142226
244000000.0,Tangra Yumco,10day-mean,10,2023,Tibetan Plateau,north,-124.3375863,130.175176,133.1413092,0.136767055,7.592691494
369000000.0,Tangra Yumco,10day-mean,10,2024,Tibetan Plateau,north,-134.1981363,108.5958599,100.5580396,0.104199298,8.62002491
480000000.0,Tangra Yumco,10day-mean,10,2025,Tibetan Plateau,north,-125.215708,131.7630982,129.9766054,0.133228193,7.68439245
90800000.0,Zhari Namco,10day-mean,8,2000,Tibetan Plateau,north,-127.150883,140.798946,64.35699863,0.064021164,8.028354557
433000000.0,Zhari Namco,10day-mean,7,2001,Tibetan Plateau,north,-126.5067263,125.5069691,96.66126554,0.09969254,7.661789932
75400000.0,Zhari Namco,10day-mean,6,2002,Tibetan Plateau,north,-133.9995523,108.2057863,64.31510985,0.064824055,8.421539386
185000000.0,Zhari Namco,10day-mean,3,2003,Tibetan Plateau,north,-132.0377191,103.6954886,73.43731693,0.0751525,8.088390002
30700000.0,Zhari Namco,10day-mean,9,2004,Tibetan Plateau,north,-128.5263502,122.0920707,108.9015587,0.113466963,7.501766878
14700000.0,Zhari Namco,10day-mean,7,2005,Tibetan Plateau,north,-124.1313756,114.5527618,160.4766615,0.169299928,7.739982544
118000000.0,Zhari Namco,10day-mean,10,2006,Tibetan Plateau,north,-136.9228237,120.1110747,76.33070094,0.07841835,8.487510675
195000000.0,Zhari Namco,10day-mean,8,2007,Tibetan Plateau,north,-137.1121358,111.359212,37.70517872,0.037440895,8.659166444
329000000.0,Zhari Namco,10day-mean,8,2008,Tibetan Plateau,north,-119.018336,150.9209667,79.81005741,0.080396428,7.521451861
91600000.0,Zhari Namco,10day-mean,9,2009,Tibetan Plateau,north,-155.1996161,64.26561236,36.79617405,0.037245504,9.418499454
19500000.0,Zhari Namco,10day-mean,8,2010,Tibetan Plateau,north,-150.8988504,95.78972194,8.912224113,0.007314372,9.691989861
26900000.0,Zhari Namco,10day-mean,8,2011,Tibetan Plateau,north,-120.4459242,137.7474195,235.8321323,0.251239157,7.34614648
61100000.0,Zhari Namco,10day-mean,8,2012,Tibetan Plateau,north,-142.0456173,100.145973,11.07818908,0.009565064,9.185200732
71900000.0,Zhari Namco,10day-mean,9,2013,Tibetan Plateau,north,-132.9077745,120.7291582,43.08358429,0.043465795,8.788339615
23200000.0,Zhari Namco,10day-mean,10,2014,Tibetan Plateau,north,-136.1793816,110.8759183,85.85427145,0.091217135,8.580425337
72700000.0,Zhari Namco,10day-mean,10,2015,Tibetan Plateau,north,-153.7778453,67.75369109,43.86891195,0.044405687,8.996509586
101000000.0,Zhari Namco,10day-mean,10,2016,Tibetan Plateau,north,-128.3029922,145.1623462,33.7402793,0.032052295,8.641774072
31400000.0,Zhari Namco,10day-mean,9,2017,Tibetan Plateau,north,-123.9925428,167.9489157,97.19527686,0.10170922,8.05046593
27500000.0,Zhari Namco,10day-mean,9,2018,Tibetan Plateau,north,-130.1051956,154.6905317,45.79732033,0.045633037,9.130597148
320000000.0,Zhari Namco,10day-mean,10,2019,Tibetan Plateau,north,-133.805785,117.683212,114.0437969,0.122450587,8.297336302
395000000.0,Zhari Namco,10day-mean,10,2020,Tibetan Plateau,north,-141.3514863,96.7085296,73.94747911,0.078733565,9.142520098
413000000.0,Zhari Namco,10day-mean,10,2021,Tibetan Plateau,north,-136.6964744,102.6874774,62.10211588,0.065753114,9.019157666
393000000.0,Zhari Namco,10day-mean,10,2022,Tibetan Plateau,north,-155.6052384,80.01804888,13.5449118,0.012877518,10.49341591
265000000.0,Zhari Namco,10day-mean,10,2023,Tibetan Plateau,north,-133.7693424,131.4233102,41.25841321,0.041898049,8.736629892
