area_m2,lake,source,valid_days,year,region,hemisphere,pet_mm,precip_mm,snow_cover_pct,snow_depth_cm,temp_C
1560000000.0,Lake Turkana,10day-mean,10,2016,Africa,north,-276.7983776,28.25184576,0.0,-7.35e-22,28.09809332
1100000000.0,Lake Turkana,10day-mean,10,2017,Africa,north,-276.2083313,22.66848025,0.0,-7.35e-22,28.73944017
1540000000.0,Lake Turkana,10day-mean,10,2018,Africa,north,-267.1389307,25.15790168,0.0,-7.35e-22,27.76669854
1350000000.0,Lake Turkana,10day-mean,10,2019,Africa,north,-252.2887545,33.39525886,0.0,-7.35e-22,28.4979241
114000000.0,Lake Turkana,10day-mean,10,2020,Africa,north,-223.3057602,76.61659626,0.0,-7.35e-22,27.25483396
756000000.0,Lake Turkana,10day-mean,10,2021,Africa,north,-278.4478621,9.195179763,0.0,-7.35e-22,28.16141637
1440000000.0,Lake Turkana,10day-mean,10,2022,Africa,north,-287.4037373,6.687909173,0.0,-7.35e-22,27.87562699
806000000.0,Lake Turkana,10day-mean,10,2023,Africa,north,-301.7116692,1.810353781,0.0,-7.35e-22,28.9328036
505000000.0,Lake Turkana,10day-mean,10,2024,Africa,north,-266.4746565,21.98142287,0.0,-7.35e-22,28.81754301
2100000000.0,Lake Turkana,10day-mean,10,2025,Africa,north,-276.476772,19.44375216,0.0,-7.35e-22,28.61362605
552000000.0,Lake Kivu,10day-mean,5,2000,Africa,south,-151.1752855,214.7303032,0.0,-7.35e-22,17.62599976
1220000000.0,Lake Kivu,10day-mean,3,2001,Africa,south,-136.4105301,340.4852555,0.0,-7.35e-22,17.36556775
716000000.0,Lake Kivu,10day-mean,6,2002,Africa,south,-137.8796081,252.8463181,0.0,-7.3e-22,17.84720773
570000000.0,Lake Kivu,10day-mean,2,2003,Africa,south,-150.3718693,255.2760609,0.0,-7.28e-22,18.17361927
622000000.0,Lake Kivu,10day-mean,7,2004,Africa,south,-152.5438806,235.0989212,0.0,-7.290000000000001e-22,18.1912703
126000000.0,Lake Kivu,10day-mean,4,2005,Africa,south,-156.8915348,206.3764599,0.0,-7.35e-22,18.65012913
494000000.0,Lake Kivu,10day-mean,4,2006,Africa,south,-151.5174536,228.9799861,0.0,-7.35e-22,18.2899906
505000000.0,Lake Kivu,10day-mean,2,2007,Africa,south,-137.2223911,287.5946997,0.0,-7.35e-22,17.87993587
611000000.0,Lake Kivu,10day-mean,6,2008,Africa,south,-143.2694353,225.0580578,0.0,-7.35e-22,17.69850699
638000000.0,Lake Kivu,10day-mean,8,2009,Africa,south,-147.612209,237.6597597,0.0,-7.35e-22,17.87638386
643000000.0,Lake Kivu,10day-mean,7,2010,Africa,south,-136.7335371,302.3502421,0.0,-7.35e-22,18.24954614
220000000.0,Lake Kivu,10day-mean,4,2011,Africa,south,-145.08592,255.0182319,0.0,-7.35e-22,17.76267676
1180000000.0,Lake Kivu,10day-mean,5,2012,Africa,south,-150.2423907,225.4128718,0.0,-7.35e-22,17.99820253
550000000.0,Lake Kivu,10day-mean,8,2013,Africa,south,-150.3270403,230.2921053,0.0,-7.35e-22,18.21087539
592000000.0,Lake Kivu,10day-mean,6,2014,Africa,south,-142.4518971,242.3193989,0.0,-7.35e-22,18.05398839
961000000.0,Lake Kivu,10day-mean,8,2015,Africa,south,-153.5738526,172.4176095,0.0,-7.35e-22,18.35525042
448000000.0,Lake Kivu,10day-mean,9,2016,Africa,south,-141.1460103,279.5960175,0.0,-7.35e-22,18.6155966
522000000.0,Lake Kivu,10day-mean,8,2017,Africa,south,-152.7575465,207.7486005,0.0,-7.35e-22,18.3571494
521000000.0,Lake Kivu,10day-mean,9,2018,Africa,south,-139.0155075,262.2025587,0.0,-7.35e-22,18.06975662
623000000.0,Lake Kivu,10day-mean,10,2019,Africa,south,-140.3989625,250.6425065,0.0,-7.35e-22,18.23695173
233000000.0,Lake Kivu,10day-mean,10,2020,Africa,south,-136.6092615,292.797247,0.0,-7.35e-22,18.34707262
455000000.0,Lake Kivu,10day-mean,10,2021,Africa,south,-142.6746811,238.4695034,0.0,-7.35e-22,18.09812757
333000000.0,Lake Kivu,10day-mean,9,2022,Africa,south,-134.0074726,229.742588,0.0,-7.35e-22,18.03842048
645000000.0,Lake Kivu,10day-mean,9,2023,Africa,south,-142.3267425,240.7299774,0.0,-7.35e-22,17.77379238
168000000.0,Lake Kivu,10day-mean,10,2024,Africa,south,-135.4946851,283.1926784,0.0,-7.35e-22,18.5684611
,Lake Kivu,GSW-fallback,0,2025,Africa,south,-152.246332,221.0199116,0.0,-7.35e-22,18.48831219
525000000.0,Lake Edward,10day-mean,4,2000,Africa,south,-250.5664947,150.4667277,0.0,-7.35e-22,21.69979424
699000000.0,Lake Edward,10day-mean,3,2001,Africa,south,-229.9101108,243.0572262,0.0,-7.35e-22,21.44991762
1360000000.0,Lake Edward,10day-mean,6,2002,Africa,south,-237.4990435,172.801595,0.0,-7.3e-22,22.0482049
999000000.0,Lake Edward,10day-mean,2,2003,Africa,south,-253.9139894,225.4545387,0.0,-7.28e-22,22.32540208
1480000000.0,Lake Edward,10day-mean,6,2004,Africa,south,-260.9193481,171.129383,0.0,-7.290000000000001e-22,22.48232973
783000000.0,Lake Edward,10day-mean,5,2005,Africa,south,-269.4286506,134.5645711,0.0,-7.35e-22,23.04006342
421000000.0,Lake Edward,10day-mean,4,2006,Africa,south,-260.7282497,141.8297845,0.0,-7.35e-22,22.66797969
1060000000.0,Lake Edward,10day-mean,3,2007,Africa,south,-227.1057094,215.1603229,0.0,-7.35e-22,21.9704857
1440000000.0,Lake Edward,10day-mean,6,2008,Africa,south,-239.232682,161.9429053,0.0,-7.35e-22,21.77597442
800000000.0,Lake Edward,10day-mean,8,2009,Africa,south,-248.8585077,181.7742827,0.0,-7.35e-22,22.16451101
1100000000.0,Lake Edward,10day-mean,7,2010,Africa,south,-217.1705296,239.0759099,0.0,-7.35e-22,22.04798827
536000000.0,Lake Edward,10day-mean,6,2011,Africa,south,-249.1134779,136.3759649,0.0,-7.35e-22,22.08211831
961000000.0,Lake Edward,10day-mean,5,2012,Africa,south,-269.4376722,178.1966115,0.0,-7.35e-22,22.39360242
920000000.0,Lake Edward,10day-mean,8,2013,Africa,south,-247.9109005,208.0672734,0.0,-7.35e-22,22.33217756
917000000.0,Lake Edward,10day-mean,8,2014,Africa,south,-268.276863,116.9187511,0.0,-7.35e-22,22.78594346
1130000000.0,Lake Edward,10day-mean,9,2015,Africa,south,-288.0429143,111.1698076,0.0,-7.35e-22,23.0351478
711000000.0,Lake Edward,10day-mean,9,2016,Africa,south,-253.6992982,201.0131949,0.0,-7.35e-22,22.95894282
531000000.0,Lake Edward,10day-mean,10,2017,Africa,south,-269.1553258,114.2606804,0.0,-7.35e-22,22.79064304
580000000.0,Lake Edward,10day-mean,10,2018,Africa,south,-271.4618499,142.0878566,0.0,-7.35e-22,22.95025793
202000000.0,Lake Edward,10day-mean,9,2019,Africa,south,-245.0701661,143.9511459,0.0,-7.35e-22,22.60251073
128000000.0,Lake Edward,10day-mean,10,2020,Africa,south,-231.0669619,237.8063549,0.0,-7.35e-22,22.43844933
184000000.0,Lake Edward,10day-mean,10,2021,Africa,south,-249.069088,226.0222443,0.0,-7.35e-22,22.37808983
178000000.0,Lake Edward,10day-mean,10,2022,Africa,south,-246.4513429,139.2140693,0.0,-7.35e-22,22.42526717
68500000.0,Lake Edward,10day-mean,10,2023,Africa,south,-252.8174844,170.0587893,0.0,-7.35e-22,22.04474253
408000000.0,Lake Edward,10day-mean,10,2024,Africa,south,-244.6857663,291.5202383,0.0,-7.35e-22,22.85215057
,Lake Edward,GSW-fallback,0,2025,Africa,south,-270.8579992,205.3407998,0.0,-7.35e-22,22.87240492
965000000.0,Lake Mweru,10day-mean,4,2000,Africa,south,-305.3311189,170.4038898,0.0,-7.35e-22,22.77535426
2020000000.0,Lake Mweru,10day-mean,4,2001,Africa,south,-250.9957302,229.0592601,0.0,-7.35e-22,22.05218873
397000000.0,Lake Mweru,10day-mean,5,2002,Africa,south,-261.7647985,231.1547654,0.0,-7.3e-22,22.48177158
972000000.0,Lake Mweru,10day-mean,7,2003,Africa,south,-275.6332252,223.3906781,0.0,-7.28e-22,22.9023514
1410000000.0,Lake Mweru,10day-mean,4,2004,Africa,south,-280.2316651,239.5532672,0.0,-7.290000000000001e-22,22.7873946
271000000.0,Lake Mweru,10day-mean,6,2005,Africa,south,-282.3091346,213.6718226,0.0,-7.35e-22,23.06018733
94200000.0,Lake Mweru,10day-mean,3,2006,Africa,south,-280.3303219,240.6945072,0.0,-7.35e-22,22.99873939
1110000000.0,Lake Mweru,10day-mean,4,2007,Africa,south,-251.3606803,225.5951598,0.0,-7.35e-22,22.42380093
1140000000.0,Lake Mweru,10day-mean,7,2008,Africa,south,-264.8392461,231.3103467,0.0,-7.35e-22,22.34591055
616000000.0,Lake Mweru,10day-mean,7,2009,Africa,south,-272.3570454,231.047974,0.0,-7.35e-22,22.66705206
1120000000.0,Lake Mweru,10day-mean,6,2010,Africa,south,-266.1667505,254.2605517,0.0,-7.35e-22,23.0190805
497000000.0,Lake Mweru,10day-mean,5,2011,Africa,south,-264.4911949,229.3015601,0.0,-7.35e-22,22.37212971
840000000.0,Lake Mweru,10day-mean,6,2012,Africa,south,-266.0540261,218.7212648,0.0,-7.35e-22,22.53460511
118000000.0,Lake Mweru,10day-mean,7,2013,Africa,south,-269.635393,250.4838341,0.0,-7.35e-22,22.74771572
685000000.0,Lake Mweru,10day-mean,9,2014,Africa,south,-263.6972755,204.4486547,0.0,-7.35e-22,22.60516556
1570000000.0,Lake Mweru,10day-mean,7,2015,Africa,south,-291.8138529,181.6178024,0.0,-7.35e-22,22.98372368
963000000.0,Lake Mweru,10day-mean,10,2016,Africa,south,-253.5403696,238.6597717,0.0,-7.35e-22,23.05990833
980000000.0,Lake Mweru,10day-mean,9,2017,Africa,south,-272.3428725,217.3122554,0.0,-7.35e-22,23.02561112
440000000.0,Lake Mweru,10day-mean,9,2018,Africa,south,-250.6035401,252.1756961,0.0,-7.35e-22,22.63153368
564000000.0,Lake Mweru,10day-mean,10,2019,Africa,south,-268.5147783,211.9895165,0.0,-7.35e-22,23.0589168
18500000.0,Lake Mweru,10day-mean,10,2020,Africa,south,-239.0430642,302.9233313,0.0,-7.35e-22,22.72506691
131000000.0,Lake Mweru,10day-mean,8,2021,Africa,south,-253.73651,233.9464667,0.0,-7.35e-22,22.53455152
308000000.0,Lake Mweru,10day-mean,10,2022,Africa,south,-269.3175483,232.7127386,0.0,-7.35e-22,22.78520304
555000000.0,Lake Mweru,10day-mean,10,2023,Africa,south,-276.9869494,231.3081404,0.0,-7.35e-22,22.57985179
828000000.0,Lake Mweru,10day-mean,10,2024,Africa,south,-249.3622208,263.2111679,0.0,-7.35e-22,22.95617497
,Lake Mweru,GSW-fallback,0,2025,Africa,south,-279.3670912,177.2997587,0.0,-7.35e-22,23.17698795
690000000.0,Lake Rukwa,10day-mean,3,2000,Africa,south,-242.9388745,165.832857,0.0,-7.35e-22,22.09585393
1350000000.0,Lake Rukwa,10day-mean,6,2001,Africa,south,-179.8894375,268.6812168,0.0,-7.35e-22,20.97363276
1140000000.0,Lake Rukwa,10day-mean,6,2002,Africa,south,-192.7297301,242.9918882,0.0,-7.3e-22,21.52135726
989000000.0,Lake Rukwa,10day-mean,6,2003,Africa,south,-210.197713,205.6252178,0.0,-7.28e-22,22.05153426
120000000.0,Lake Rukwa,10day-mean,5,2004,Africa,south,-215.7715524,204.8221326,0.0,-7.290000000000001e-22,22.05321413
561000000.0,Lake Rukwa,10day-mean,6,2005,Africa,south,-203.7285469,213.91971,0.0,-7.35e-22,22.00505913
464000000.0,Lake Rukwa,10day-mean,4,2006,Africa,south,-275.5710926,141.2851507,0.0,-7.35e-22,23.2955895
824000000.0,Lake Rukwa,10day-mean,2,2007,Africa,south,-170.6522485,285.3550631,0.0,-7.35e-22,21.25286415
415000000.0,Lake Rukwa,10day-mean,3,2008,Africa,south,-205.7585601,243.0650404,0.0,-7.35e-22,21.57758901
1140000000.0,Lake Rukwa,10day-mean,4,2009,Africa,south,-208.8606304,215.7999396,0.0,-7.35e-22,21.72760803
547000000.0,Lake Rukwa,10day-mean,6,2010,Africa,south,-205.9101847,243.253106,0.0,-7.35e-22,22.12568459
800000000.0,Lake Rukwa,10day-mean,4,2011,Africa,south,-216.2727555,201.3954343,0.0,-7.35e-22,21.76349751
953000000.0,Lake Rukwa,10day-mean,6,2012,Africa,south,-199.3924093,226.4505547,0.0,-7.35e-22,21.65447127
839000000.0,Lake Rukwa,10day-mean,6,2013,Africa,south,-207.9573432,244.9969859,0.0,-7.35e-22,22.02136575
666000000.0,Lake Rukwa,10day-mean,10,2014,Africa,south,-188.023373,240.6954027,0.0,-7.35e-22,21.55906454
397000000.0,Lake Rukwa,10day-mean,10,2015,Africa,south,-208.897871,213.1002582,0.0,-7.35e-22,22.03289788
531000000.0,Lake Rukwa,10day-mean,9,2016,Africa,south,-182.4550758,268.2287178,0.0,-7.35e-22,22.01741087
793000000.0,Lake Rukwa,10day-mean,9,2017,Africa,south,-218.2311383,197.543965,0.0,-7.35e-22,22.30945268
838091.669,Lake Rukwa,10day-mean,10,2018,Africa,south,-192.2547328,228.583157,0.0,-7.35e-22,21.65806918
2293773.172,Lake Rukwa,10day-mean,10,2019,Africa,south,-200.0442887,220.7514922,0.0,-7.35e-22,22.10507003
1381440.686,Lake Rukwa,10day-mean,9,2020,Africa,south,-169.3649427,334.532515,0.0,-7.35e-22,21.59254632
158000000.0,Lake Rukwa,10day-mean,9,2021,Africa,south,-173.715767,285.5355958,0.0,-7.35e-22,21.27946755
114000000.0,Lake Rukwa,10day-mean,10,2022,Africa,south,-226.9656983,216.2309351,0.0,-7.35e-22,22.31382061
125000000.0,Lake Rukwa,10day-mean,9,2023,Africa,south,-202.3724941,223.5964182,0.0,-7.35e-22,21.67740575
36200000.0,Lake Rukwa,10day-mean,8,2024,Africa,south,-173.0807153,335.4435115,0.0,-7.35e-22,21.90646235
,Lake Rukwa,GSW-fallback,0,2025,Africa,south,-208.3080488,193.6945856,0.0,-7.35e-22,22.13133684
87800000.0,Lake Biwa,10day-mean,9,2000,East Asia,north,-248.9503931,146.9135869,0.0,-7.35e-22,23.44380007
17800000.0,Lake Biwa,10day-mean,9,2001,East Asia,north,-250.1323472,196.9832373,0.0,-7.35e-22,23.46588486
135000000.0,Lake Biwa,10day-mean,8,2002,East Asia,north,-273.2139836,162.755064,0.0,-7.28e-22,23.45385723
96100000.0,Lake Biwa,10day-mean,9,2003,East Asia,north,-189.131716,268.211855,0.0,-7.290000000000001e-22,21.82701579
36000000.0,Lake Biwa,10day-mean,10,2004,East Asia,north,-263.4760513,173.3311093,0.0,-7.31e-22,23.57963091
38400000.0,Lake Biwa,10day-mean,9,2005,East Asia,north,-253.0748433,161.5119429,0.0,-7.35e-22,23.55796174
98000000.0,Lake Biwa,10day-mean,8,2006,East Asia,north,-227.3630724,207.450536,0.0,-7.35e-22,23.05459451
70900000.0,Lake Biwa,10day-mean,8,2007,East Asia,north,-236.6499066,206.2454665,0.0,-7.35e-22,22.81931025
36600000.0,Lake Biwa,10day-mean,7,2008,East Asia,north,-252.3849857,155.282368,0.0,-7.35e-22,23.43707783
11800000.0,Lake Biwa,10day-mean,8,2009,East Asia,north,-228.0539653,195.7731194,0.0,-7.35e-22,22.84052799
130000000.0,Lake Biwa,10day-mean,6,2010,East Asia,north,-239.6662121,200.4187935,0.0,-7.35e-22,24.05781794
104000000.0,Lake Biwa,10day-mean,8,2011,East Asia,north,-228.0110371,199.3747621,0.0,-7.35e-22,23.69068371
166000000.0,Lake Biwa,10day-mean,6,2012,East Asia,north,-246.4521461,189.8024516,0.0,-7.35e-22,23.26914777
202000000.0,Lake Biwa,10day-mean,8,2013,East Asia,north,-260.7629797,168.7131123,0.0,-7.35e-22,24.02199769
51600000.0,Lake Biwa,10day-mean,7,2014,East Asia,north,-232.2611912,215.6522824,0.0,-7.35e-22,23.25161977
112000000.0,Lake Biwa,10day-mean,8,2015,East Asia,north,-214.955167,254.3781706,0.0,-7.35e-22,22.68413597
116000000.0,Lake Biwa,10day-mean,10,2016,East Asia,north,-245.721295,199.8404018,0.0,-7.35e-22,23.2547827
37400000.0,Lake Biwa,10day-mean,9,2017,East Asia,north,-251.7943566,182.2083873,0.0,-7.35e-22,23.19833582
76600000.0,Lake Biwa,10day-mean,10,2018,East Asia,north,-279.1522958,216.265408,0.0,-7.35e-22,24.16280082
99600000.0,Lake Biwa,10day-mean,9,2019,East Asia,north,-225.8858726,228.7080735,0.0,-7.35e-22,23.2358791
32600000.0,Lake Biwa,10day-mean,9,2020,East Asia,north,-212.8074665,305.4373652,0.0,-7.35e-22,23.6714847
199000000.0,Lake Biwa,10day-mean,9,2021,East Asia,north,-222.5269983,281.0872423,0.0,-7.35e-22,23.26803413
85900000.0,Lake Biwa,10day-mean,10,2022,East Asia,north,-226.3034265,200.6376652,0.0,-7.35e-22,23.81202367
169000000.0,Lake Biwa,10day-mean,10,2023,East Asia,north,-249.1581349,243.4396428,0.0,-7.35e-22,24.24898617
27800000.0,Lake Biwa,10day-mean,9,2024,East Asia,north,-242.7789457,257.4104215,0.0,-7.35e-22,24.48003887
124000000.0,Lake Biwa,10day-mean,9,2025,East Asia,north,-271.1589487,155.9100926,0.0,-7.35e-22,25.24789167
402000000.0,Poyang Lake,10day-mean,9,2000,East Asia,north,-205.6853924,229.4586988,0.0,-7.35e-22,27.98369885
155000000.0,Poyang Lake,10day-mean,9,2001,East Asia,north,-179.1496615,274.1055073,0.0,-7.35e-22,27.28321973
607000000.0,Poyang Lake,10day-mean,10,2002,East Asia,north,-177.8790476,239.6332072,0.0,-7.28e-22,27.57398498
153000000.0,Poyang Lake,10day-mean,6,2003,East Asia,north,-237.0878315,161.2934112,0.0,-7.290000000000001e-22,29.28167146
184000000.0,Poyang Lake,10day-mean,7,2004,East Asia,north,-206.577438,181.1883064,0.0,-7.31e-22,27.75106175
78600000.0,Poyang Lake,10day-mean,6,2005,East Asia,north,-243.2540752,110.979719,0.0,-7.35e-22,28.61817544
259000000.0,Poyang Lake,10day-mean,9,2006,East Asia,north,-212.7447488,174.4294115,0.0,-7.35e-22,28.57816754
56600000.0,Poyang Lake,10day-mean,9,2007,East Asia,north,-216.0275359,150.6050096,0.0,-7.35e-22,28.82943209
165000000.0,Poyang Lake,10day-mean,8,2008,East Asia,north,-192.9348332,233.2479119,0.0,-7.35e-22,27.82948221
224000000.0,Poyang Lake,10day-mean,8,2009,East Asia,north,-204.7298012,170.5957727,0.0,-7.35e-22,28.37863553
75600000.0,Poyang Lake,10day-mean,8,2010,East Asia,north,-203.0289343,192.8555807,0.0,-7.35e-22,28.27110758
35500000.0,Poyang Lake,10day-mean,8,2011,East Asia,north,-187.1035194,251.5150886,0.0,-7.35e-22,27.82003636
112000000.0,Poyang Lake,10day-mean,5,2012,East Asia,north,-202.27051,216.4940978,0.0,-7.35e-22,28.13783934
77500000.0,Poyang Lake,10day-mean,9,2013,East Asia,north,-244.1136982,176.7687668,0.0,-7.35e-22,29.15814478
86100000.0,Poyang Lake,10day-mean,8,2014,East Asia,north,-160.7880359,254.7268346,0.0,-7.35e-22,27.10449741
169000000.0,Poyang Lake,10day-mean,9,2015,East Asia,north,-169.9860878,266.2367055,0.0,-7.35e-22,26.83607189
221000000.0,Poyang Lake,10day-mean,9,2016,East Asia,north,-206.8473689,171.4583469,0.0,-7.35e-22,28.65989983
103000000.0,Poyang Lake,10day-mean,9,2017,East Asia,north,-183.0386414,310.4428392,0.0,-7.35e-22,28.09910538
84800000.0,Poyang Lake,10day-mean,9,2018,East Asia,north,-217.682735,156.0842411,0.0,-7.35e-22,28.88056267
127000000.0,Poyang Lake,10day-mean,10,2019,East Asia,north,-205.4683588,248.5010194,0.0,-7.35e-22,28.28065437
197000000.0,Poyang Lake,10day-mean,10,2020,East Asia,north,-191.2402406,268.9891244,0.0,-7.35e-22,28.6249292
352000000.0,Poyang Lake,10day-mean,10,2021,East Asia,north,-186.1738772,219.851626,0.0,-7.35e-22,28.27075008
207000000.0,Poyang Lake,10day-mean,10,2022,East Asia,north,-226.6653599,178.3580709,0.0,-7.35e-22,29.67699993
185000000.0,Poyang Lake,10day-mean,9,2023,East Asia,north,-186.8399687,217.8872987,0.0,-7.35e-22,28.16855598
874000000.0,Poyang Lake,10day-mean,9,2024,East Asia,north,-204.5568459,260.1349388,0.0,-7.35e-22,29.00708288
417000000.0,Poyang Lake,10day-mean,10,2025,East Asia,north,-220.8246922,138.2105944,0.0,-7.35e-22,29.34889777
11700000.0,Dongting Lake,10day-mean,7,2000,East Asia,north,-191.2748016,217.2115535,0.0,-7.35e-22,27.79842445
3375948.223,Dongting Lake,10day-mean,8,2001,East Asia,north,-204.2554095,135.9303575,0.0,-7.35e-22,27.80137301
258000000.0,Dongting Lake,10day-mean,7,2002,East Asia,north,-164.9267533,301.6326342,0.0,-7.28e-22,27.23298249
393000000.0,Dongting Lake,10day-mean,5,2003,East Asia,north,-216.7768135,149.5010764,0.0,-7.290000000000001e-22,28.42230389
146000000.0,Dongting Lake,10day-mean,8,2004,East Asia,north,-187.7874307,194.6614689,0.0,-7.31e-22,27.08835559
200000000.0,Dongting Lake,10day-mean,9,2005,East Asia,north,-219.1630887,138.3984865,0.0,-7.35e-22,28.05910565
47600000.0,Dongting Lake,10day-mean,8,2006,East Asia,north,-221.129768,132.6653159,0.0,-7.35e-22,28.68452016
103000000.0,Dongting Lake,10day-mean,9,2007,East Asia,north,-210.4648061,150.7491243,0.0,-7.35e-22,28.40135934
49900000.0,Dongting Lake,10day-mean,9,2008,East Asia,north,-197.6544599,139.028712,0.0,-7.35e-22,27.78456607
10250.93031,Dongting Lake,10day-mean,7,2009,East Asia,north,-224.5091457,125.2203714,0.0,-7.35e-22,28.61329256
10800000.0,Dongting Lake,10day-mean,7,2010,East Asia,north,-205.4276161,184.9192224,0.0,-7.35e-22,28.08725119
40942.06592,Dongting Lake,10day-mean,7,2011,East Asia,north,-206.8336217,200.4160821,0.0,-7.35e-22,27.61183303
244000000.0,Dongting Lake,10day-mean,7,2012,East Asia,north,-205.6222614,170.3496286,0.0,-7.35e-22,28.29255316
243000000.0,Dongting Lake,10day-mean,10,2013,East Asia,north,-283.2694276,114.1298546,0.0,-7.35e-22,29.9554189
99200000.0,Dongting Lake,10day-mean,6,2014,East Asia,north,-156.5356697,239.2888756,0.0,-7.35e-22,26.87992861
322000000.0,Dongting Lake,10day-mean,8,2015,East Asia,north,-186.3451407,174.4679433,0.0,-7.35e-22,26.95613313
398000000.0,Dongting Lake,10day-mean,8,2016,East Asia,north,-188.4616039,242.2152205,0.0,-7.35e-22,28.04116893
119000000.0,Dongting Lake,10day-mean,8,2017,East Asia,north,-193.2541551,247.2104216,0.0,-7.35e-22,28.01608835
254000000.0,Dongting Lake,10day-mean,8,2018,East Asia,north,-208.6424192,93.44495856,0.0,-7.35e-22,28.79186572
118000000.0,Dongting Lake,10day-mean,10,2019,East Asia,north,-205.4679417,140.3610555,0.0,-7.35e-22,28.63199764
163000000.0,Dongting Lake,10day-mean,7,2020,East Asia,north,-174.9174118,256.2567397,0.0,-7.35e-22,27.84664419
261000000.0,Dongting Lake,10day-mean,9,2021,East Asia,north,-191.3598517,192.2014062,0.0,-7.35e-22,28.13856188
169000000.0,Dongting Lake,10day-mean,10,2022,East Asia,north,-248.463592,121.5299255,0.0,-7.35e-22,29.83353303
91700000.0,Dongting Lake,10day-mean,10,2023,East Asia,north,-197.5554336,164.2428662,0.0,-7.35e-22,28.40574209
439000000.0,Dongting Lake,10day-mean,10,2024,East Asia,north,-225.3759911,229.2555747,0.0,-7.35e-22,29.3003972
12100000.0,Dongting Lake,10day-mean,10,2025,East Asia,north,-217.0921049,157.8610107,0.0,-7.35e-22,29.2570273
410000000.0,Taihu Lake,10day-mean,10,2000,East Asia,north,-187.9743296,163.719672,0.0,-7.35e-22,26.96207496
814000000.0,Taihu Lake,10day-mean,9,2001,East Asia,north,-169.8426112,313.3442447,0.0,-7.35e-22,26.64935364
471000000.0,Taihu Lake,10day-mean,7,2002,East Asia,north,-175.1380766,216.0470916,0.0,-7.28e-22,26.53316339
249000000.0,Taihu Lake,10day-mean,7,2003,East Asia,north,-195.1697667,128.8061334,0.0,-7.290000000000001e-22,27.7259129
901000000.0,Taihu Lake,10day-mean,8,2004,East Asia,north,-208.8560866,146.396584,0.0,-7.31e-22,27.31488967
148000000.0,Taihu Lake,10day-mean,7,2005,East Asia,north,-218.9629881,124.827894,0.0,-7.35e-22,27.92330463
627000000.0,Taihu Lake,10day-mean,6,2006,East Asia,north,-206.6272063,103.5708924,0.0,-7.35e-22,28.06046214
311000000.0,Taihu Lake,10day-mean,8,2007,East Asia,north,-191.7581907,134.6397776,0.0,-7.35e-22,27.91099323
780000000.0,Taihu Lake,10day-mean,7,2008,East Asia,north,-180.8364875,239.0690179,0.0,-7.35e-22,26.99221502
255000000.0,Taihu Lake,10day-mean,8,2009,East Asia,north,-185.3293169,224.2384126,0.0,-7.35e-22,27.53922737
344000000.0,Taihu Lake,10day-mean,6,2010,East Asia,north,-181.6776422,182.5475689,0.0,-7.35e-22,27.30224705
27300000.0,Taihu Lake,10day-mean,5,2011,East Asia,north,-166.5738664,261.8460405,0.0,-7.35e-22,27.20382533
0.0,Taihu Lake,10day-mean,1,2012,East Asia,north,-189.0915644,179.8810158,0.0,-7.35e-22,27.3471261
702000000.0,Taihu Lake,10day-mean,8,2013,East Asia,north,-221.3778718,142.045174,0.0,-7.35e-22,28.70698209
457000000.0,Taihu Lake,10day-mean,9,2014,East Asia,north,-146.7331676,231.979267,0.0,-7.35e-22,25.70893971
588000000.0,Taihu Lake,10day-mean,6,2015,East Asia,north,-154.6960546,339.3382738,0.0,-7.35e-22,25.77789947
820000000.0,Taihu Lake,10day-mean,6,2016,East Asia,north,-186.5927639,209.1161807,0.0,-7.35e-22,27.65943592
319000000.0,Taihu Lake,10day-mean,7,2017,East Asia,north,-191.5621753,127.771321,0.0,-7.35e-22,27.92713085
590000000.0,Taihu Lake,10day-mean,9,2018,East Asia,north,-200.1216713,147.0687802,0.0,-7.35e-22,27.56072987
944000000.0,Taihu Lake,10day-mean,9,2019,East Asia,north,-181.9572351,194.993129,0.0,-7.35e-22,26.58834392
1160000000.0,Taihu Lake,10day-mean,6,2020,East Asia,north,-157.6351928,338.1779935,0.0,-7.35e-22,27.10655927
428000000.0,Taihu Lake,10day-mean,9,2021,East Asia,north,-164.049192,317.9977864,0.0,-7.35e-22,27.04751984
542000000.0,Taihu Lake,10day-mean,10,2022,East Asia,north,-216.8579804,91.42943679,0.0,-7.35e-22,29.19394342
961000000.0,Taihu Lake,10day-mean,10,2023,East Asia,north,-160.9617335,249.6783621,0.0,-7.35e-22,27.31584735
477000000.0,Taihu Lake,10day-mean,8,2024,East Asia,north,-192.5199502,227.4945369,0.0,-7.35e-22,28.56132671
767000000.0,Taihu Lake,10day-mean,10,2025,East Asia,north,-189.7030037,220.2067737,0.0,-7.35e-22,28.04669679
1380000000.0,Hulun Lake,10day-mean,10,2000,East Asia,north,-192.3618515,62.84180663,0.0,-7.35e-22,21.15694525
1280000000.0,Hulun Lake,10day-mean,10,2001,East Asia,north,-217.3440404,25.46639731,0.0,-7.35e-22,22.5175694
719000000.0,Hulun Lake,10day-mean,10,2002,East Asia,north,-190.3914145,72.49276936,0.0,-7.28e-22,21.03331729
321000000.0,Hulun Lake,10day-mean,6,2003,East Asia,north,-195.2232328,43.97353126,0.006704766,-7.290000000000001e-22,19.26986805
720000000.0,Hulun Lake,10day-mean,10,2004,East Asia,north,-229.3574487,27.25766819,0.0,-7.31e-22,21.60410028
